City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
133,Saint George,37.1041,-113.5841,57.79,33,0,3.44,US,1666370650
134,Goubellat,36.5418,9.6633,84.49,32,7,10.02,TN,1666370707
135,Takahagi,36.7167,140.7167,54.09,80,49,5.26,JP,1666370708
136,Upernavik,72.7868,-56.1549,16.86,73,99,6.51,GL,1666370708
137,Taguatinga,-12.3857,-46.5711,100.92,16,96,7.72,BR,1666370709
138,Chulumani,-16.4096,-67.5263,76.23,67,89,5.64,BO,1666370709
139,Ponta Delgada,37.7333,-25.6667,68.72,60,40,21.85,PT,1666370710
140,Pytalovo,57.0679,27.9138,44.19,78,100,4.88,RU,1666370710
141,Sarai Naurang,32.8259,70.7814,76.66,22,0,2.26,PK,1666370711
142,Ukiah,39.1502,-123.2078,78.04,62,0,0.0,US,1666370712
143,Dikson,73.5069,80.5464,31.95,92,100,11.34,RU,1666370712
144,Demba,-5.51,22.2667,70.65,87,85,1.79,CD,1666370713
145,Samarai,-10.6167,150.6667,80.76,78,80,2.15,PG,1666370714
146,Puro,12.4841,123.3827,79.77,87,51,6.44,PH,1666370714
147,Gizo Government Station,-8.103,156.8419,81.32,79,89,5.59,SB,1666370715
148,Udachny,66.4167,112.4,9.86,97,68,5.84,RU,1666370715
149,Mossamedes,-15.1961,12.1522,68.41,77,22,8.28,AO,1666370716
150,Merauke,-8.4667,140.3333,80.62,79,42,3.0,ID,1666370685
151,Kilindoni,-7.9139,39.6668,76.51,74,44,14.9,TZ,1666370717
152,Shangrao,28.4532,117.9686,62.85,59,14,2.35,CN,1666370469
153,Orbetello,42.4408,11.2196,69.82,80,99,14.25,IT,1666370717
154,Lompoc,34.6391,-120.4579,56.12,100,100,5.75,US,1666370564
155,Torbay,47.6666,-52.7314,58.87,78,75,11.5,CA,1666370718
156,Campo Verde,-20.4167,-54.0667,78.08,76,98,9.33,BR,1666370490
157,Clyde River,70.4692,-68.5914,28.63,86,100,13.8,CA,1666370719
158,Avarua,-21.2078,-159.775,75.25,88,100,14.97,CK,1666370720
159,Mount Gambier,-37.8333,140.7667,55.31,100,100,8.05,AU,1666370721
160,Kangaatsiaq,68.3065,-53.4641,36.5,93,100,11.74,GL,1666370724
161,Atikokan,48.7555,-91.6216,51.35,67,22,9.89,CA,1666370725
162,Pradera,3.4211,-76.2447,82.2,64,91,1.66,CO,1666370726
163,Kruisfontein,-34.0033,24.7314,60.89,80,100,10.38,ZA,1666370727
164,Codrington,-38.2667,141.9667,59.14,99,100,5.01,AU,1666370727
165,Byron Bay,-28.65,153.6167,65.71,87,100,12.88,AU,1666370663
166,Klaksvík,62.2266,-6.589,45.52,74,100,17.31,FO,1666370728
167,Husavik,66.0449,-17.3389,31.39,80,68,5.21,IS,1666370729
168,Northam,51.0333,-4.2167,59.61,96,90,16.87,GB,1666370729
169,College,64.8569,-147.8028,34.59,94,100,6.91,US,1666370730
170,Laas,46.6166,10.7002,52.36,98,100,3.8,IT,1666370730
171,Papetoai,-17.4961,-149.8729,78.3,74,5,15.46,PF,1666370731
172,Torata,-17.0769,-70.8433,69.15,23,6,12.91,PE,1666370731
173,Praia da Vitória,38.7333,-27.0667,71.85,56,20,19.1,PT,1666370732
174,Gobabis,-22.45,18.9667,82.0,26,91,10.54,NA,1666370732
175,Kawalu,-7.3817,108.2082,72.84,96,100,1.07,ID,1666370733
176,Pevek,69.7008,170.3133,23.56,95,100,1.92,RU,1666370733
177,Nantucket,41.2835,-70.0995,64.54,58,0,6.91,US,1666370734
178,Severo-Yeniseyskiy,60.3725,93.0408,31.17,93,100,7.96,RU,1666370734
179,Nacala,-14.5428,40.6728,73.72,79,73,6.96,MZ,1666370735
180,Neuquén,-38.9516,-68.0591,51.33,59,100,7.81,AR,1666370735
181,Muhos,64.808,25.9931,37.18,88,98,5.44,FI,1666370736
182,Gweta,-20.1833,25.2333,85.1,19,15,9.46,BW,1666370736
183,Chicama,-7.8447,-79.1469,59.54,59,86,9.89,PE,1666370686
184,Pizarro,4.9533,-77.366,77.67,88,97,6.82,CO,1666370737
185,Horsham,51.064,-0.3272,64.02,85,40,12.66,GB,1666370737
186,Yar-Sale,66.8333,70.8333,29.44,95,86,10.78,RU,1666370738
187,Peddāpuram,17.0833,82.1333,80.69,83,19,6.4,IN,1666370738
188,Kapaa,22.0752,-159.319,78.78,88,40,9.22,US,1666370739
189,Dalby,-27.1833,151.2667,63.99,92,100,14.72,AU,1666370739
190,Hof,50.3167,11.9167,56.43,93,75,12.66,DE,1666370739
191,Inuvik,68.3499,-133.7218,21.96,90,100,5.75,CA,1666370740
192,Ossora,59.2353,163.0719,27.93,64,100,4.18,RU,1666370741
193,Burlington,39.8835,-74.6413,65.93,34,0,3.44,US,1666370616
194,Kaputa,-8.4689,29.6619,81.63,41,86,5.95,ZM,1666370742
195,Geraldton,-28.7667,114.6,61.63,84,5,9.33,AU,1666370743
196,Naze,28.3667,129.4833,76.12,85,98,15.32,JP,1666370744
197,Novaya Lyalya,59.055,60.599,30.45,75,83,8.86,RU,1666370745
198,Guerrero Negro,27.9769,-114.0611,72.64,71,22,2.68,MX,1666370707
199,Belogorsk,50.9158,128.4611,30.09,63,84,6.31,RU,1666370746
200,Bathsheba,13.2167,-59.5167,88.41,70,40,16.11,BB,1666370747
201,Alta Floresta,-9.8756,-56.0861,91.22,58,40,8.05,BR,1666370475
202,Karauli,26.5,77.0167,75.78,44,0,8.08,IN,1666370747
203,Oga,46.4631,10.347,50.54,97,100,4.7,IT,1666370748
204,Bintulu,3.1667,113.0333,77.41,100,40,3.44,MY,1666370748
205,Hamilton,39.1834,-84.5333,67.21,36,75,12.66,US,1666370749
206,Spas-Klepiki,55.1347,40.1767,37.94,90,100,4.43,RU,1666370749
207,Hambantota,6.1241,81.1185,79.45,76,100,5.48,LK,1666370749
208,Alto Araguaia,-17.3147,-53.2153,75.87,73,100,4.97,BR,1666370750
209,Fethiye,36.6217,29.1164,67.87,55,0,2.28,TR,1666370750
210,Bilma,18.6853,12.9164,82.81,15,1,8.59,NE,1666370751
211,Talnakh,69.4865,88.3972,34.21,97,100,15.95,RU,1666370751
212,Tonj,7.2737,28.6822,71.62,94,93,8.61,SS,1666370751
213,Katakwi,1.8911,33.9661,73.4,68,100,4.59,UG,1666370752
214,Lukulu,-14.3707,23.242,82.26,27,76,5.03,ZM,1666370752
215,Mount Isa,-20.7333,139.5,76.51,30,0,8.39,AU,1666370753
216,Grindavik,63.8424,-22.4338,42.75,81,0,12.66,IS,1666370753
217,Henties Bay,-22.116,14.2845,59.27,88,12,8.37,NA,1666370754
218,Benguela,-12.5763,13.4055,77.2,75,39,7.76,AO,1666370754
219,São João da Barra,-21.6403,-41.0511,86.09,76,57,23.26,BR,1666370708
220,Gilgit,35.9221,74.3087,57.04,42,0,1.68,PK,1666370755
221,Beringovskiy,63.05,179.3167,32.16,96,99,1.88,RU,1666370755
222,Port Elizabeth,-33.918,25.5701,64.69,97,100,5.75,ZA,1666370756
223,Peniche,39.3558,-9.3811,68.11,87,97,13.53,PT,1666370502
224,Ribeira Grande,38.5167,-28.7,68.4,60,75,20.71,PT,1666370756
225,Lodja,-3.4833,23.4333,70.27,98,91,3.76,CD,1666370757
226,Buenos Aires,-34.6132,-58.3772,75.99,73,100,5.75,AR,1666370676
227,Ténenkou,14.4572,-4.9169,97.38,13,75,7.96,ML,1666370757
228,Lagoa,39.05,-27.9833,65.79,75,99,27.96,PT,1666370758
229,Tandur,17.2333,77.5833,71.47,91,57,6.58,IN,1666370758
230,Westport,41.1415,-73.3579,64.81,43,0,3.44,US,1666370640
231,Alyangula,-13.8483,136.4192,81.93,80,53,9.89,AU,1666370759
232,Säkylä,61.0333,22.3333,44.94,74,100,4.21,FI,1666370761
233,Payo,-3.7508,103.6372,73.26,99,100,1.36,ID,1666370761
234,Gladstone,-23.85,151.25,73.33,88,100,4.61,AU,1666370762
235,Hithadhoo,-0.6,73.0833,81.73,77,100,8.95,MV,1666370763
236,Myitkyina,25.3833,97.4,72.45,79,0,1.7,MM,1666370764
237,Hervey Bay,-25.2986,152.8535,69.03,97,100,5.99,AU,1666370764
238,Sabang,5.8933,95.3214,80.56,77,100,20.36,ID,1666370765
239,Båtsfjord,70.6345,29.7185,30.13,86,0,9.22,NO,1666370766
240,Provincia di Ancona,43.55,13.1667,69.35,66,75,5.75,IT,1666370766
241,Teguise,29.0605,-13.564,77.22,65,0,13.8,ES,1666370767
242,Aksay,47.26,39.87,50.25,67,59,18.01,RU,1666370768
243,Coahuayana Viejo,18.7333,-103.6833,84.07,67,100,1.52,MX,1666370768
244,Port Augusta,-32.5,137.7667,61.36,88,16,6.04,AU,1666370771
245,Varhaug,58.6147,5.6457,53.15,69,100,14.79,NO,1666370771
246,Bella Vista,36.4295,-94.2316,77.04,38,0,10.36,US,1666370729
247,Rāmgarh,23.6333,85.5167,75.25,76,0,4.47,IN,1666370772
248,Esperance,-33.8667,121.9,57.34,76,100,6.26,AU,1666370773
249,Yamada,39.4667,141.95,54.01,81,42,6.24,JP,1666370774
250,Nouadhibou,20.931,-17.0347,78.78,61,4,13.8,MR,1666370775
251,Khatanga,71.9667,102.5,3.94,95,68,2.59,RU,1666370777
252,Nizhniy Tsasuchey,50.5167,115.1333,31.71,58,100,5.46,RU,1666370777
253,Vila Franca do Campo,37.7167,-25.4333,68.41,69,67,17.0,PT,1666370731
254,Saint-Augustin,51.226,-58.6502,53.74,52,71,22.24,CA,1666370778
255,Tabou,4.423,-7.3528,79.34,81,89,5.97,CI,1666370779
256,Spornoye,50.8448,37.2913,37.81,74,11,6.11,RU,1666370779
257,Nelipyno,48.561,23.0315,51.4,60,100,2.35,UA,1666370780
258,Vicksburg,32.3526,-90.8779,74.93,52,0,11.5,US,1666370349
259,Broken Hill,-31.95,141.4333,63.93,81,32,7.47,AU,1666370702
260,High Level,58.5169,-117.136,39.31,81,75,2.3,CA,1666370707
261,Mahon,39.8885,4.2658,73.96,94,40,9.22,ES,1666370781
262,Halifax,44.6453,-63.5724,61.52,63,75,10.36,CA,1666370754
263,Shimoda,34.6667,138.95,64.11,73,94,12.3,JP,1666370782
264,Margate,51.3813,1.3862,63.9,78,51,7.0,GB,1666370783
265,Deputatsky,69.3,139.9,-6.32,97,38,6.67,RU,1666370738
266,Dongsheng,39.8161,109.9776,42.53,30,0,7.14,CN,1666370763
267,Kermanshah,34.3142,47.065,70.7,19,75,11.5,IR,1666370784
268,Hare Bay,48.8499,-54.0148,53.2,49,100,9.62,CA,1666370784
269,Vardø,70.3705,31.1107,30.18,80,20,8.05,NO,1666370785
270,Saint Anthony,45.0205,-93.218,64.35,48,0,11.5,US,1666370786
271,Broome,42.2506,-75.833,59.45,36,0,10.36,US,1666370786
272,Port Blair,11.6667,92.75,78.84,89,75,2.3,IN,1666370787
273,Bowen,-20.0167,148.2333,71.35,85,4,3.89,AU,1666370787
274,San Cristobal,7.7669,-72.225,77.18,59,57,1.03,VE,1666370788
275,Port Hueneme,34.1478,-119.1951,81.14,79,40,4.61,US,1666370788
276,Tekirdağ,40.978,27.5085,49.35,60,0,13.0,TR,1666370789
277,Mahon,39.8885,4.2658,73.96,94,40,9.22,ES,1666370789
278,Djambala,-2.5447,14.7533,69.76,91,100,2.26,CG,1666370790
279,Khoy,38.5504,44.9535,54.84,62,89,8.23,IR,1666370791
280,Asău,46.4333,26.4,40.28,56,5,4.14,RO,1666370681
281,Balezino,57.9796,53.0106,29.91,76,11,9.19,RU,1666370792
282,Hukuntsi,-24.0,21.75,83.14,18,7,11.05,BW,1666370792
283,Le Vauclin,14.5452,-60.8388,86.85,74,75,10.36,MQ,1666370793
284,Burgeo,47.6167,-57.6152,52.93,79,100,14.43,CA,1666370793
285,Ngawen,-7.0032,111.3129,75.16,94,100,7.14,ID,1666370794
286,Galle,6.0367,80.217,77.32,88,100,8.63,LK,1666370795
287,Port-Gentil,-0.7193,8.7815,79.03,81,33,10.29,GA,1666370689
288,Nchelenge,-9.3451,28.734,79.65,44,32,3.67,ZM,1666370796
289,Nakhon Pathom,13.9833,100.0833,77.05,89,95,3.94,TH,1666370796
290,Comodoro Rivadavia,-45.8667,-67.5,62.46,17,0,13.8,AR,1666370730
291,Tignère,7.3667,12.65,66.22,91,62,2.8,CM,1666370797
292,Hoi An,15.8794,108.335,76.96,87,64,5.48,VN,1666370797
293,Zelenoborskiy,66.845,32.3622,33.69,67,90,3.27,RU,1666370797
294,Port Hedland,-20.3167,118.5667,77.05,73,0,10.36,AU,1666370667
295,Derzhavīnsk,51.1,66.3167,52.79,39,98,10.67,KZ,1666370798
296,Matagami,49.7502,-77.6328,42.91,75,100,14.97,CA,1666370799
297,Ola,59.5833,151.2833,12.15,66,49,11.45,RU,1666370799
298,Opotiki,-38.0833,177.2833,42.39,87,5,6.49,NZ,1666370799
299,Buala,-8.145,159.5921,79.59,84,99,5.46,SB,1666370800
300,Kenai,60.5544,-151.2583,37.49,100,0,9.22,US,1666370800
301,Suntar,62.1444,117.6319,20.26,97,100,3.36,RU,1666370801
302,Cairns,-16.9167,145.7667,75.07,97,100,8.05,AU,1666370772
303,Harper,4.375,-7.7169,79.48,80,86,5.86,LR,1666370802
304,Santa Maria,-29.6842,-53.8069,76.3,53,40,8.05,BR,1666370553
305,Kropotkin,45.4375,40.5756,50.85,55,96,6.58,RU,1666370802
306,Ramos Arizpe,25.55,-100.9667,72.95,45,0,0.0,MX,1666370803
307,Kaeo,-35.1,173.7833,56.32,94,45,9.13,NZ,1666370803
308,Minot,48.2325,-101.2963,49.78,61,75,8.05,US,1666370740
309,Matara,5.9485,80.5353,76.6,89,100,9.37,LK,1666370804
310,Waseca,44.0777,-93.5074,62.24,44,0,8.05,US,1666370705
311,Newark,40.7357,-74.1724,64.99,34,0,4.61,US,1666370579
312,Marsh Harbour,26.5412,-77.0636,77.95,76,48,8.19,BS,1666370805
313,Mogadishu,2.0371,45.3438,78.08,80,77,11.52,SO,1666370805
314,Zyryanka,65.75,150.85,9.9,87,100,4.59,RU,1666370806
315,Xaltianguis,17.0667,-99.8333,69.31,67,99,2.95,MX,1666370806
316,Thompson,55.7435,-97.8558,39.36,65,75,12.66,CA,1666370561
317,Taltal,-25.4,-70.4833,62.87,63,16,5.23,CL,1666370807
318,Chardara,41.2547,67.9692,62.28,42,10,9.69,KZ,1666370807
319,Ponnāni,10.767,75.9252,74.52,82,94,3.24,IN,1666370808
320,Baruun-Urt,46.6806,113.2792,30.34,74,45,7.99,MN,1666370808
321,Brownsville,25.9018,-97.4975,82.9,58,40,8.05,US,1666370809
322,Taizhou,32.4933,119.9106,62.69,78,49,3.36,CN,1666370809
323,Santa Cruz Cabrália,-16.2781,-39.0247,80.83,69,40,16.11,BR,1666370810
324,Al Bardīyah,31.7561,25.0865,70.68,59,2,15.21,LY,1666370810
325,Elizabeth City,36.2946,-76.2511,68.04,41,0,5.75,US,1666370811
326,Qaqortoq,60.7167,-46.0333,36.3,96,100,9.86,GL,1666370811
327,Pecos,31.4229,-103.4932,76.3,40,0,3.44,US,1666370811
328,Biak,-0.9131,122.8766,77.02,85,61,1.16,ID,1666370714
329,Digby,44.6169,-65.7655,58.15,63,80,13.27,CA,1666370812
330,Werda,-25.2667,23.2833,84.51,18,42,7.61,BW,1666370812
331,Bhānpura,24.513,75.7469,72.66,40,0,5.21,IN,1666370813
332,Camacha,33.0833,-16.3333,67.42,78,40,6.91,PT,1666370813
333,Parabel',58.6978,81.4825,38.41,93,97,9.62,RU,1666370814
334,Waddān,29.1614,16.139,74.37,44,49,9.89,LY,1666370814
335,Huarmey,-10.0681,-78.1522,67.33,69,82,10.94,PE,1666370815
336,Fukuechō,32.6881,128.8419,70.95,71,100,9.26,JP,1666370815
337,Prince Rupert,54.3161,-130.3201,47.89,90,100,21.85,CA,1666370722
338,Ostrovnoy,68.0531,39.5131,32.9,71,100,12.44,RU,1666370668
339,Antofagasta,-23.65,-70.4,63.68,61,39,8.68,CL,1666370522
340,Iskateley,67.6803,53.1512,34.47,90,100,16.96,RU,1666370817
341,Tongzi,28.7829,105.0877,72.07,49,57,0.36,CN,1666370817
342,Rawson,-43.3002,-65.1023,54.55,32,0,8.12,AR,1666370818
343,Takaungu,-3.6837,39.8566,79.29,86,96,10.87,KE,1666370819
344,Provideniya,64.3833,-173.3,34.09,95,97,8.77,RU,1666370819
345,Ankang,32.68,109.0172,61.12,74,8,0.85,CN,1666370819
346,Kutum,14.2,24.6667,83.14,21,65,7.14,SD,1666370820
347,Monrovia,6.3005,-10.7969,80.65,76,82,7.25,LR,1666370821
348,Alofi,-19.0595,-169.9187,69.69,100,60,2.3,NU,1666370821
349,Ketchikan,55.3422,-131.6461,46.87,93,100,3.44,US,1666370822
350,Luanda,-8.8368,13.2343,78.8,78,20,13.8,AO,1666370522
351,Olafsvik,64.8945,-23.7142,39.54,73,100,7.72,IS,1666370822
352,Abu Kamal,34.4506,40.9171,74.52,48,100,5.01,SY,1666370823
353,Half Moon Bay,37.4636,-122.4286,62.78,94,100,6.91,US,1666370779
354,Lensk,60.7253,114.9278,27.63,85,98,4.03,RU,1666370823
355,Pacific Grove,36.6177,-121.9166,55.65,90,40,3.44,US,1666370716
356,Saldanha,-33.0117,17.9442,66.25,73,33,29.53,ZA,1666370824
357,Banda Aceh,5.5577,95.3222,79.81,74,100,11.03,ID,1666370645
358,Bārsi,18.2333,75.7,73.04,86,71,13.38,IN,1666370825
359,Burns Lake,54.2331,-125.7533,26.02,84,81,2.8,CA,1666370726
360,Rocha,-34.4833,-54.3333,67.66,72,100,11.25,UY,1666370826
361,Rio de Janeiro,-22.9028,-43.2075,93.54,59,75,10.36,BR,1666370810
362,Causapscal,48.3542,-67.227,47.93,58,76,13.18,CA,1666370827
363,Saint-Pierre,-21.3393,55.4781,71.91,73,20,4.61,RE,1666370827
364,Great Bend,38.3645,-98.7648,77.04,27,0,6.91,US,1666370828
365,Santa Rosa,14.3122,121.1114,82.38,90,64,3.74,PH,1666370828
366,Barranca,-10.75,-77.7667,65.39,68,73,10.27,PE,1666370829
